ID	Domain	Phylum	Class	Order	Family	Genus	Species
Otu1326	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Fimenecus	Fimenecus sp000432435
Otu1327	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae	Lachnospiraceae
Otu1328	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella copri_B
Otu1329	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcaceae	Ruminococcaceae
Otu1330	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-170	CAG-170 sp000432135
Otu1331	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcaceae	Ruminococcaceae
Otu1332	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcaceae	Ruminococcaceae
Otu1333	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingorhabdus_B	Sphingorhabdus_B
Otu1334	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	Anaerovoracaceae	Anaerovoracaceae
Otu1335	Bacteria	Patescibacteria	Paceibacteria	UBA9973	UBA9973	UBA9973	UBA9973
Otu1336	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola sp959599425
Otu1337	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Eggerthellaceae	Eggerthellaceae
Otu1338	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium
Otu1339	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	Blautia_A
Otu1340	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Limivivens	Limivivens sp900066135
Otu1341	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc gasicomitatum
Otu1342	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia wadei_A
Otu1343	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	Blautia_A
Otu1344	Bacteria	Bacillota_I	Bacilli_A	RF39	UBA660	Onthocola_B	Onthocola_B sp000438075
Otu1345	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	Agathobacter rectalis
Otu1346	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Alloprevotella	Alloprevotella timonensis
Otu1347	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Morganella	Morganella morganii
Otu1348	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Faecalimonas	Faecalimonas phoceensis
Otu1349	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola
Otu1350	Bacteria	Bacillota_A	Clostridia	UBA1381	UBA1381	Hominilimicola	Hominilimicola
Otu1351	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Paraprevotella	Paraprevotella clara
Otu1352	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides sp000432655
Otu1353	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcaceae	Ruminococcaceae
Otu1354	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes communis
Otu1355	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter lactaris
Otu1356	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacteraceae	Chthoniobacteraceae
Otu1357	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Dysosmobacter	Dysosmobacter welbionis
Otu1358	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Parasutterella	Parasutterella muris
Otu1359	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Tetragenococcus	Tetragenococcus halophilus
Otu1360	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Brotaphodocola	Brotaphodocola sp003478505
Otu1361	Bacteria	Bacillota_I	Bacilli_A	RF39	UBA660	CAG-628	CAG-628 sp000438415
Otu1362	Bacteria	Bacillota_A	Clostridia	Oscillospirales	CAG-272	Firm-07	Firm-07 sp905187695
Otu1363	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Saprospiraceae	Saprospiraceae
Otu1364	Bacteria	Bacillota_C	Negativicutes	Veillonellales	Megasphaeraceae	Anaeroglobus	Anaeroglobus geminatus
Otu1365	Bacteria	Patescibacteria	Paceibacteria	UBA9973	UBA9973	UBA9973	UBA9973
Otu1366	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp002251385
Otu1367	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Youxingia	Youxingia wuxianensis
Otu1368	Bacteria	Cyanobacteriota	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	UMGS1477	UMGS1477 sp900552205
Otu1369	Bacteria	Bacillota_A	Clostridia	Christensenellales	CAG-138	SFEL01	SFEL01 sp004557245
Otu1370	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Flavonifractor	Flavonifractor sp002159455
Otu1371	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides
Otu1372	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Limisoma	Limisoma sp000437795
Otu1373	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Succinivibrionaceae	Succinivibrio	Succinivibrio sp000431835
Otu1374	Bacteria	Bacillota_A	Clostridia	Clostridia	Clostridia	Clostridia	Clostridia
Otu1375	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella rara
Otu1376	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella copri_E
Otu1377	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Hominicoprocola	Hominicoprocola fusiformis
Otu1378	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola vulgatus
Otu1379	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas	Butyricimonas sp003479425
Otu1380	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Fusicatenibacter	Fusicatenibacter saccharivorans
Otu1381	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Hominimerdicola	Hominimerdicola aceti
Otu1382	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Sodaliphilus	Sodaliphilus sp004557565
Otu1383	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Hominicoprocola	Hominicoprocola sp900317525
Otu1384	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium hattorii
Otu1385	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Gallintestinimicrobium	Gallintestinimicrobium propionicum
Otu1386	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcaceae	Ruminococcaceae
Otu1387	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Rubrivivax	Rubrivivax
Otu1388	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola coprophilus
Otu1389	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Mobiluncus	Mobiluncus curtisii
Otu1390	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola plebeius_A
Otu1391	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	Blautia_A caecimuris
Otu1392	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-170	CAG-170 sp900549635
Otu1393	Bacteria	Bacillota_A	Clostridia	Oscillospirales	CAG-272	UMGS1696	UMGS1696 sp900753285
Otu1394	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium prausnitzii_E
Otu1395	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Limisoma	Limisoma sp000437795
Otu1396	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Ellagibacter	Ellagibacter isourolithinifaciens
Otu1397	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Hominicoprocola	Hominicoprocola sp900317525
Otu1398	Bacteria	Bacillota_I	Bacilli_A	RF39	UBA660	CAG-302	CAG-302 sp000431795
Otu1399	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium prausnitzii_E
Otu1400	Bacteria	Bacillota_C	Negativicutes	Veillonellales	Megasphaeraceae	Megasphaera_C	Megasphaera_C lornae
Otu1401	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	CAG-177	CAG-177 sp003514385
Otu1402	Bacteria	Bacillota_I	Bacilli_A	RF39	UBA660	CAG-302	CAG-302 sp000431795
Otu1403	Bacteria	Bacillota	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	Paenibacillus cookii
Otu1404	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acetobacter	Acetobacter orientalis
Otu1405	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	Lachnospira
Otu1406	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-194	CAG-194 sp018917935
Otu1407	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae	Lachnospiraceae
Otu1408	Bacteria	Bacillota	Bacilli	Bacillales	Anoxybacillaceae	Anoxybacillus	Anoxybacillus flavithermus_G
Otu1409	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	Blautia_A obeum
Otu1410	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	Gallibacter	Gallibacter brachus
Otu1411	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Paraeggerthella	Paraeggerthella hominis
Otu1412	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Butyricicoccaceae	Agathobaculum	Agathobaculum hominis
Otu1413	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Oliverpabstia	Oliverpabstia intestinalis
Otu1414	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Ellagibacter	Ellagibacter isourolithinifaciens
Otu1415	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospirales	Oscillospirales	Oscillospirales
Otu1416	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus
Otu1417	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospiraceae	Oscillospiraceae
Otu1418	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcaceae	Ruminococcaceae
Otu1419	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	Anaerovoracaceae	Anaerovoracaceae
Otu1420	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter_A	Mediterraneibacter_A butyricigenes
Otu1421	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospiraceae	Oscillospiraceae
Otu1422	Bacteria	Bacillota_A	Clostridia	Christensenellales	Christensenellaceae	Guopingia	Guopingia tenuis
Otu1423	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Paraclostridium	Paraclostridium dentum
Otu1424	Bacteria	Bacteroidota	Bacteroidia	J057	J057	JAAFHL01	JAAFHL01 sp013298365
Otu1425	Bacteria	Planctomycetota	Planctomycetia	Gemmatales	Gemmataceae	Fimbriiglobus	Fimbriiglobus ruber
Otu1426	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum	Anaerotignum faecicola
Otu1427	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella
Otu1428	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	UBA3263	UBA3263 sp001689615
Otu1429	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae	Lachnospiraceae
Otu1430	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	UBA1997	UBA1997	UBA1997
Otu1431	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	Blautia_A faecis
Otu1432	Bacteria	Bacillota_I	Bacilli_A	RF39	UBA660	Onthocola_B	Onthocola_B sp000437355
Otu1433	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae	Lachnospiraceae
Otu1434	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Dysosmobacter_A	Dysosmobacter_A acutus
Otu1435	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Anaerotruncus	Anaerotruncus colihominis_A
Otu1436	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Gordonibacter	Gordonibacter urolithinfaciens
Otu1437	Bacteria	Bacillota_A	Clostridia	Christensenellales	UBA1750	Spyradocola	Spyradocola merdavium
Otu1438	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Hominicoprocola	Hominicoprocola sp900317525
Otu1439	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Vescimonas	Vescimonas coprocola
Otu1440	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	JAAYCI01	JAAYCI01
Otu1441	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Duncaniella	Duncaniella muris
Otu1442	Bacteria	Bacillota_A	Clostridia	Oscillospirales	CAG-272	Avispirillum	Avispirillum sp011957885
Otu1443	Bacteria	Bacillota_I	Bacilli_A	Erysipelotrichales	Erysipelotrichaceae	Holdemanella	Holdemanella biformis
Otu1444	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella hominis
Otu1445	Bacteria	Acidobacteriota	Terriglobia	Bryobacterales	Bryobacteraceae	Ga0077553	Ga0077553 sp016871055
Otu1446	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus_C	Ruminococcus_C callidus
Otu1447	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Pseudoflavonifractor_A	Pseudoflavonifractor_A sp002159175
Otu1448	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus
Otu1449	Bacteria	Patescibacteria	Paceibacteria	UBA9973	PALSA-1337	CAIOGI01	CAIOGI01 sp903857825
Otu1450	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Limisoma	Limisoma sp000437795
Otu1451	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp000436035
Otu1452	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospiraceae	Oscillospiraceae
Otu1453	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Roseburia
Otu1454	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacter	Acutalibacter
Otu1455	Bacteria	Bacillota_C	Negativicutes	Selenomonadales	Selenomonadaceae	Mitsuokella	Mitsuokella sp003458855
Otu1456	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseococcus	Roseococcus sp019083995
Otu1457	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	Agathobacter rectalis
Otu1458	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Limisoma	Limisoma sp000437795
Otu1459	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Feifaniaceae	Feifania	Feifania hominis
Otu1460	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Clostridium_E	Clostridium_E
Otu1461	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	CAG-177	CAG-177 sp003514385
Otu1462	Bacteria	Bacillota_A	Clostridia	Christensenellales	UBA1242	UMGS687	UMGS687 sp900544595
Otu1463	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	Victivallaceae	Victivallis	Victivallis
Otu1464	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia ornithocaccae
Otu1465	Bacteria	Bacillota_I	Bacilli_A	Erysipelotrichales	Erysipelotrichaceae	Holdemanella	Holdemanella hominis
Otu1466	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroidaceae	Bacteroidaceae
Otu1467	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospirales	Oscillospirales	Oscillospirales
Otu1468	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus paragasseri
Otu1469	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides merdae
Otu1470	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola coprocola
Otu1471	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Vescimonas	Vescimonas coprocola
Otu1472	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Anaerotruncus	Anaerotruncus colihominis_A
Otu1473	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	Blautia_A
Otu1474	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Wujia	Wujia chipingensis
Otu1475	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Paraprevotella	Paraprevotella clara
Otu1476	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides
Otu1477	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Enterocloster	Enterocloster sp000431375
Otu1478	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis
Otu1479	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_I	Eubacterium_I ramulus_A
Otu1480	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillales	Lactobacillales	Lactobacillales
Otu1481	Bacteria	Bacillota_A	Clostridia	Tissierellales	Peptoniphilaceae	Murdochiella	Murdochiella vaginalis
Otu1482	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus xylosus
Otu1483	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Butyricicoccaceae	Butyricicoccaceae	Butyricicoccaceae
Otu1484	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacteriaceae	Enterobacteriaceae
Otu1485	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Lawsonibacter	Lawsonibacter faecis
Otu1486	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia_B	Roseburia_B zhanii
Otu1487	Bacteria	Bacillota_A	Clostridia	Christensenellales	Maliibacteriaceae	Maliibacterium	Maliibacterium massiliense
Otu1488	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	Barnesiella intestinihominis
Otu1489	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus mojavensis
Otu1490	Bacteria	Bacillota_C	Negativicutes	Veillonellales	Dialisteraceae	Dialister	Dialister sp900765565
Otu1491	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Moryella	Moryella indoligenes
Otu1492	Bacteria	Bacillota	Bacilli	Lactobacillales	Listeriaceae	Listeria	Listeria
Otu1493	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcaceae	Ruminococcaceae
Otu1494	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	Muribaculum sp001701195
Otu1495	Bacteria	Bacillota	Bacilli	Staphylococcales	Gemellaceae	Gemella	Gemella asaccharolytica
Otu1496	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium adolescentis
Otu1497	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Brotaphodocola	Brotaphodocola sp003478505
Otu1498	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Enterenecus	Enterenecus faecium
Otu1499	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-103	CAG-103 sp900543625
Otu1500	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola coprocola
Otu1501	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides
Otu1502	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	Planctomycetaceae	Planctomycetaceae
Otu1503	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis
Otu1504	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Limisphaerales	UBA9464	SXXZ01	SXXZ01 sp016871615
Otu1505	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella
Otu1506	Bacteria	Bacillota_C	Negativicutes	Selenomonadales	Selenomonadaceae	Mitsuokella	Mitsuokella jalaludinii
Otu1507	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospirales	Oscillospirales	Oscillospirales
Otu1508	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides
Otu1509	Bacteria	Bacillota_A	Clostridia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna
Otu1510	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	Agathobacter
Otu1511	Bacteria	Bacillota_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium_A	Phascolarctobacterium_A succinatutens
Otu1512	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoanaerobaculum	Lachnoanaerobaculum sp000296385
Otu1513	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcales	Staphylococcales	Staphylococcales
Otu1514	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Vescimonas	Vescimonas coprocola
Otu1515	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Hominicoprocola	Hominicoprocola fusiformis
Otu1516	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae	Lachnospiraceae
Otu1517	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-170	CAG-170 sp000432135
Otu1518	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella
Otu1519	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides stercoris
Otu1520	Bacteria	Bacillota_A	Clostridia	Acetivibrionales	Acetivibrionaceae	Acetivibrionaceae	Acetivibrionaceae
Otu1521	Bacteria	Bacillota_A	Clostridia	Christensenellales	Christensenellales	Christensenellales	Christensenellales
Otu1522	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-103	CAG-103 sp000432375
Otu1523	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus_A	Lactococcus_A
Otu1524	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Pirellulaceae	Pirellulaceae
Otu1525	Bacteria	Bacillota_A	Clostridia	Christensenellales	Aristaeellaceae	UBA11524	UBA11524 sp000437595
Otu1526	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	Gemmiger formicilis
Otu1527	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Fumia	Fumia xinanensis
Otu1528	Bacteria	Synergistota	Synergistia	Synergistales	Aminobacteriaceae	CAJPSE01	CAJPSE01 sp003860125
Otu1529	Bacteria	Chloroflexota	Chloroflexota	Chloroflexota	Chloroflexota	Chloroflexota	Chloroflexota
Otu1530	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Dysosmobacter	Dysosmobacter avistercoris
Otu1531	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-103	CAG-103 sp000432375
Otu1532	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Hominicoprocola	Hominicoprocola sp900317525
Otu1533	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Luteitalea	Luteitalea
Otu1534	Bacteria	Bacillota_A	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	Monoglobus pectinilyticus
Otu1535	Bacteria	Bacillota_A	Clostridia	Tissierellales	Peptoniphilaceae	Peptoniphilus_B	Peptoniphilus_B koenoeneniae
Otu1536	Bacteria	Acidobacteriota	Thermoanaerobaculia	Multivoradales	UBA5704	JAAYLR01	JAAYLR01 sp016699405
Otu1537	Bacteria	Bacillota_I	Bacilli_A	RF39	UBA660	CAG-302	CAG-302 sp900543825
Otu1538	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae	Lachnospiraceae
Otu1539	Bacteria	Bacillota_C	Negativicutes	Veillonellales	Megasphaeraceae	Anaeroglobus	Anaeroglobus vaginalis
Otu1540	Bacteria	Bacillota_A	Clostridia	TANB77	CAG-508	CAG-273	CAG-273 sp000435755
Otu1541	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	Blautia_A faecis
Otu1542	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	SXKJ01	SXKJ01 sp026400935
Otu1543	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	Agathobacter
Otu1544	Bacteria	Bacillota_A	Clostridia	Oscillospirales	CAG-272	CAG-724	CAG-724 sp905202255
Otu1545	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_B	Campylobacter_B gracilis
